,deu,nds
29362,Die Bundesbehörde für Bildung benannte ein Förderprogramm für lernbehinderte Schüler nach ihm.,De Bundsbehörde för Billen hett en Förderprogramm för lernbehinnert Schöler nah em nömmt.
7998,Vertraust du ihr?,Vertroost du ehr?
6857,"Ich kann nicht kommen, da ich krank bin.","Ik kann nich kamen, ik bün krank."
15730,"Er hat Französisch gelernt, als er jung war.","He hett Fransch lehrt, as he jung weer."
34363,2000: Das europäische Luft- und Raumfahrtunternehmen EADS wird gegründet.,2000: Dat europääsch Luft- un Ruumfohrtünnernehmen EADS warrt grünnt.
9320,Eine Mauer umgibt die Altstadt.,En Muer geiht üm de Ooldstad.
24657,Gesamtausgabe in drei Bänden auf Grund der Übersetzung von Ernst Meyer.,Gesamtutgave in dree Bänn op Grund vun de Översetten vun Eernst Meyer.
26783,1943 war er im Stab von Friedrich Olbricht tätig.,1943 weer he in den Staff vun Friedrich Olbricht tätig.
6535,Ich gehe nach dem Abendessen raus.,Ik gah na ’t Avendeten rut.
18330,"Die Academy antwortete, dass sie ihm den Oscar für sein Lebenswerk verleihen werde, ob er es nun wolle oder nicht.","De Academy hett em antwoort, dat he den Oscar för sien Levenswark kriegen de, of he dat nu woll oder nich."
11309,Man muss sich vor der Reise impfen lassen.,Vör de Reis mutt ’n sik empen laten.
6974,Ich fühle mich wohl.,Ik bün goot toweeg.
3570,Er hat einen Bart.,He hett en Boord.
12714,Der Monat Februar hat nur 28 Tage.,De Maand Feberwoor hett man 28 Daag.
6151,Der Mann hat Brot gegessen.,De Mann hett Broot eten.
6211,Im Unterschied zu Erdbeeren schmeckt Ananas auch aus der Dose.,In ’n Ünnerscheed to Eerdbeern smeckt Ananas ok ut de Doos.
9890,In seiner Garage parken zwei Autos.,In sien Garaasch parkt twee Autos.
17597,Die Klärung der privaten Verhältnisse sorgte für große Erleichterung in der CSU.,De Klärung vun de privat Verhältnisse hett vör groot Erleichterung in de CSU sörgt.
5560,Sie wird von Tag zu Tag besser.,Se warrt vun Dag to Dag beter.
19150,"2004 zählte er zu den Mitbegründern der ASG, aus der später die WASG hervorging.","2004 weer he een vun de Mitgrünners vun de ASG, ut de later de WASG worrn is."
3481,Ich habe ihren Namen momentan vergessen.,Ik heff ehren Naam jüst vergeten.
33097,Sie können gut schwimmen.,He kann goot swemmen.
32884,Maher begann mit acht Jahren zu reiten und gilt als einer der besten Springreiter Großbritanniens.,Maher fung mit 8 Johren an to rieden un gellt as en vun de best Springrieder in Grootbritannien.
3926,Ich weiß nichts über sie.,Ik weet nix vun ehr.
13490,Sein Name war falsch geschrieben.,Sien Naam weer verkehrt schrieven.
5720,Eine Biene stach mich.,En Imm hett mi staken.
21695,"Beratungspartien: Hierbei besteht eine Partei aus mehreren Spielern, die sich untereinander absprechen – beraten – dürfen.","Beratungspartien: Een Partei besteiht ut mehrere Spelers, de sück afspreken – beraden – dröft."
6973,Wann seid ihr heute Morgen aufgestanden?,Wannehr sünd ji vonmorgen opstahn?
26873,Er machte rasch Karriere.,He hett Karriere mookt.
37486,"Er besorgte auch für die Kinder jüdischer Kunden seines Tabakgeschäftes Eintrittskarten, als ihnen der Besuch von Sportveranstaltungen bereits verboten war.","He hett ok för de Kinner vun jöödsch Kunden vun sien Tabakgeschäft Intrittskoorten, as de de Besöök vun Sportveranstaltungen all verbaden weer."
26680,1997 hatte Brochard seinen Durchbruch.,1997 harr Brochard sien Dörbröök.
906,Er spricht Englisch und Französisch.,He snackt Engelsch un Fransch.
10798,Den Brotkanten haben wir immer in eine Milchsuppe eingebrockt.,Den Knuust hebbt wi ümmer in ’e Melksupp brockt.
13741,In jedem Theater gibt es eine Garderobe.,In jeder Theater gifft dat en Gardroov.
18631,Nach der Armeezeit bei der Air Force arbeitete er 1946–47 wieder mit Benny Goodman.,Nah de Armeetiet bi de Air Force hett he weer 1946-47 mit Benny Goodman arbeit.
12039,Wir können nichts machen.,Wi köönt nix maken.
28926,2009 gewann er bei der Winter-Universiade in Harbin zwei Goldmedaillen über 1000 Meter und 1500 Meter.,2009 wunnern he bi de Winter-Universiade in Harbin twee Goldmedaillen över 1000 Meter un 1500 Meter.
2005,Wann gehst du los?,Wannehr geihst du los?
15638,Er hat sich eine ganze Flasche Limonade reingezogen.,He hett sik en ganzen Buddel Bruus ringöhlt.
10638,Ich werde eine schöne Frau aus Estland heiraten.,Ik schall en önnig smucke Fro ut Eestland freen.
18064,Mitte Juli 1996 wurde Eileen Collins als Pilotin für STS-84 ernannt.,Midden Juli 1996 wurr Eileen Collins as Pilotin för STS-84 nömmt.
4514,Ich verstehe nicht warum all das nötig ist.,"Ik verstah nich, worüm as dat allens nödig is."
3211,Das Mädchen sah so blass aus.,De Deern seeg so bleek ut.
12353,Bei uns kommt nichts weg!,Bi uns kummt nix weg!
6025,Er hat sich Geld von einem Freund geliehen.,He hett sik dat Geld vun en Fründ lehnt.
11934,Die hübschesten Mädchen kommen aus Litauen.,De smucksten Deerns kaamt ut Litauen.
35420,Seinen größten Filmerfolg hatte er mit dem Film Blues Brothers.,Sien gröttsten Spood harr he mit sien Rull in den Film Blues Brothers.
11764,"Denk darüber nach, was du getan hast.","Denk dar över na, wat du daan hest."
7795,Ich bin auf der Suche nach einer Arbeitsstelle.,Ik söök na en Arbeidssteed.
8097,Mir steht das Wasser bis zum Hals.,Mi steiht dat Water bet an ’n Hals.
5209,Die Dorfbewohner haben eine hölzerne Brücke über den Fluss gebaut.,De Dörplüüd hebbt en höltern Brüch över den Stroom boot.
16766,Sie hat nicht zugehört.,Se hett nich tohöört.
6905,Wir müssen sie im Ausland kaufen.,Wi mööt jem in ’t Butenland köpen.
40268,"Beneke gründete danach ein eigenes Orchester, mit dem er Glenn Millers Musik oder Musik im Stil von Glenn Miller spielte.","Beneke hett dornah en egen Orchester grünnd, mit dat he Glenn Millers Musik oder Musik in de Stil vun Glenn Miller speel."
21684,Er wurde anfangs der Nutzlast-Entwicklung für die Internationale Raumstation zugeteilt.,He wurr anfangs de Bruuklast-Entwklung för de Internationale Raumstation todeelt.
8902,Anderer Fehler sind gute Lehrer.,Anner Lüüd ehr Fehlers sünd gode Lehrmeesters.
12525,"Wer seine Nase abschneidet, der verstümmelt sein Gesicht.","De sien Nees afsniddt, schännt sien Gesicht."
6118,Mein Haus hat zwei Treppen.,Mien Huus hett twee Treppen.
21961,Die dort verwendeten Pflanzen stammten aus Arabien.,De darto bruukt Planten stammen ut Arabien.
8788,Wie viele Jungs gibt es in eurer Klasse?,Woveel Jungs gifft dat in joon Klass?
11349,Die Schürfwunde am Knie ist vereitert.,De Schramm an ’t Knee is etterig.
9572,Hilfe! Ich ertrinke!,Help! Ik verdrink!
4489,"Sie ist nach Paris gegangen, um Kunst zu studieren.","Se is na Paris gahn, üm Kunst to studeren."
18051,Papst Benedikt XVI. hat den später geläufigen Titel ab 2006 nicht mehr geführt.,Paapst Benedikt XVI. hett den later begäng Titel af 2006 nich mehr führt.
9730,Sie hat ihn verärgert angeschaut.,Se deed em argerlich ankieken.
5559,Hast du von dem Unfall gehört?,Hest du vun ’n Unfall höört?
22174,Nach der Fertigstellung des Oldenburger Idyllenzyklus suchte der Maler erneut Kontakt zu seinem Freund Goethe.,Nah de Fardigstellung vun den Ollnborger Idyllenzyklus hett de Maler weer Kuntakt to sien Früend Goethe söcht.
8291,Mit einem Teleskop kannst du Sterne anschauen.,Du kannst mit en Teleskoop Steerns bekieken.
12268,"Sage mir, wann ich anfangen soll.","Segg mi, wenn ik anfangen schall."
11673,Ist alles fertig?,Is allens trech?
16577,Ich spreche Esperanto und Russisch.,Ik snack Esperanto alldaags Russ’sch.
26963,In der Schweiz erreichte das Album Gold-Status.,In de Swiez hett dat Album Gold-Status kriegen.
17050,"Wie kannst du erwarten, dass er die Geschichte kennt, wo er sie doch gar nicht gelesen hat?","Du kannst nich verwachten, dat he de Geschicht kennt, du süst doch, dat he ehr noch nich leest hett."
44438,Arg komisch.,Raar bruukt.
11317,Bis zum Bahnhof ist es ein ganzes Stück.,Bet na ’n Bahnhoff is dat en goot Enn.
13198,"Der Hund hat den Fisch gefressen, die Gräten, den Schwanz und alles.","De Hund hett den Fisch freten, Graden, Steert un allens."
21414,"Gemeinsam arbeiteten die beiden Musiker nebenbei in einem libanesischen Restaurant, um Geld für eine Übersiedlung nach London zu verdienen.","Tosamen hebbt de beden Musiker butendem in en libaneesch Restaurant arbeit, üm sik Geld to’n Översiedeln na London to verdenen."
32351,"1791 heiratete er Rachel Donelson Robards; da die Scheidung von ihrem ersten Mann noch nicht vollzogen gewesen war, heirateten sie 1794 erneut.","1791 hett he Rachel Donelson Robards heiraadt; wiel de Scheeden vun hör eerst Mann noch nich vulltrucken weer, hebbt se 1794 nochmals heiraadt."
7646,Ich habe flotten Otto.,Ik heff de Schieterigge.
46106,Sie ließ unter anderem die geschnitzte Kassettendecke in den Audienzsaal einziehen.,Se leet ünner ännern de snitzt Kassettendeck in den Audienzsaal intrecken.
8091,Sie setzt sich mit dem Problem auseinander.,Se deed sik mit dat Probleem uteneensetten.
45940,Später wurde es in das Schloss Köpenick eingebaut.,Later wurr dat in dat Slott Köpenk inbaut.
2928,Ich habe fast nichts bekommen.,Ik heff meist nix kriegen.
7293,Ich habe das Bild schon mal gesehen.,Ik heff dat Bild al mal sehn.
8907,"Borschtsch schmeckt besser, als es klingt.",Borstsch smeckt beter as dat klingt.
10008,Heute ist Samstag und morgen ist Sonntag.,Vondaag is Sünnavend un morgen is Sünndag.
8593,Gestern ging meine Schwester nach Kobe.,Güstern is mien Süster na Kobe wesen.
38907,1982 erhielt er schließlich einen Doktortitel in Medizin von der Eastern Virginia Medical School.,1982 hett he sien Doktertitel in Medizin an de Eastern Virginia Medical School maakt.
37423,Bei den Weltmeisterschaften 2005 in Hochfilzen gelangen ihr zwei Einzeltitel.,Bi de Weltmeesterschapen 2005 in Hochfilzen hett se twee Eenzeltitel wunnen.
10639,Auf jeden Topf passt ein Deckel.,Op elk Pott passt en Deckel.
2058,Lern zunächst die Formel auswendig.,Lehr toeerst de Formel butenkopps.
21922,"Es wird vermutet, dass er mit dem Meister des Schöppinger Altars aber auch mit dem Meister von 1473 in Münster zusammengearbeitet hat.","Man nimmt an, dat he mit den Meester vun de Schöppinger Altar aver ok mit de Meester vun 1473 in Münster tosommenarbeidt hett."
16356,Wo waren deine Eltern?,Wo weren diene Öllern?
45356,Die Grenze wurde festgelegt.,De Grenzen sünd nich fastleggt.
11199,"Komm nicht so spät, o.k.?","Kaam nich so laat, okay?"
2457,Die Tür hat sich von selbst geöffnet.,De Döör is vun sülvs apen gahn.
3837,Jeder Schüler hat seinen eigenen Computer.,Elk Schöler hett sien egen Reekner.
4507,Bauern klagen immer über das Wetter.,Buurn klaagt ümmer över dat Wedder.
15929,Er trank Bier.,He drünk Beer.
39146,Dies war die größte Ausdehnung japanischer Macht in der Geschichte des Kaiserreichs.,Dat weer de gröttste Utdehnen vun japaansch Macht in de Historie vun dat Kaiserriek.
14768,Sprich lauter! Dein Opa hört nicht mehr so gut.,Snack luder. Dien Opa höört nich mehr so goot.
34144,"Seine spätere Frau, die aus einer Schauspielerfamilie stammende Franca Rame, traf er 1951 bei der gemeinsamen Erarbeitung der Revue „Sieben Tage“.","Sien latere Fro, de ut en Schauspelerfamilie stammen Franca Rame, hett he bi de gemeensam Utarbeiten vun de Revue Sieben Tage 1951 drapen."
23617,Robic war sofort tot.,Robic weer stuuv doot.
13367,Du bist doch kein Spion?,Du büst doch keen Spijoon?
10322,Er würde das niemals glauben.,He deed dat nienich glöven.
18963,Nebenbei arbeitete er seit 1965 immer wieder für Benny Goodman.,Nebenbi hett he siet 1965 ok ümmer mal weer för Benny Goodman arbeit.
12588,Die Welt braucht Menschen mit Talent.,De Welt bruukt Lüüd mit Talent.
14148,Diese Frau kann englisch lesen.,Disse Fro kann engelsch lesen.
19848,"1965 begann er damit, die erste Sequenzdatenbank anzulegen, den Atlas der Proteinsequenz und -struktur.","1965 fung he darmit an, de eerste Sequenzdatenbank antoleggen, den Atlas vun de Proteinsequenz un -struktur."
12316,Heute ist mein Geburtstag.,Vondaag is mien Geboortsdag.
11800,Der Habicht fing eine Maus.,De Haavk füng en Muus.
39781,"Von 1931 bis 1935 war er Mitglied im Stahlhelm, Bund der Frontsoldaten (zuletzt als Kreisführer).","Von 1931 bet 1935 weer he Maat in’n Stahlhelm, Bund vun de Frontsoldaten (toletzt as Kreisföhrer)."
4196,Diese Blumen haben einen eigenartigen Geruch.,Disse Blomen hebbt en apartigen Röök.
10860,Du lügst.,Du lüggst.
14586,"Ich höre gerne Lügen, wenn ich die Wahrheit kenne.",Ik mag geern Löög hören wenn ik de Wohrheid weet.
3154,John lebt in New York.,John leevt in New York.
981,Das erwarten die Briten von ihrer Königin.,Dat verwacht de Briten vun jemehr Königin.
3207,"Sie hat den schönsten Arsch, den ich je gesehen habe.","Se hett den feinsten Oors, den ik mien Leevdaag sehn heff."
26007,Tollefsen unternahm mehrere Antarktis-Expeditionen.,Tollefsen hett ok mehrere Antarktis-Expeditschonen maakt.
1569,Ich traf einen Herrn Kimura auf der Feier.,Ik heff op de Fier en Herr Kimura drapen.
39813,Er hat portugiesische und irische Wurzeln.,He hett Irische un amerikaansche Vörfohren.
16127,Man kennt den Esel an den Ohren.,Den Esel kann ’n an de Ohren kennen.
35353,Dunfermline liegt rund drei Meilen von der Küste des Firth of Forth entfernt nördlich von Edinburgh.,Dunfermline liggt rund dree Mielen vun de Küst vun den Firth of Forth weg nördlich vun Edinburgh.
34890,In genf wird geredet.,Se wahnt in Genf.
20992,Coolidge veröffentlichte 1929 seine Biographie.,Coolidge hett 1929 sien Biographie herutbrocht.
8635,Ich bin ein großer Golffan.,Ik bün en groten Golffan.
12003,Dein Nasenloch ist viel größer als meines.,Dien Neeslock is veel grötter as mien.
26327,Die britischen Regimenter wurden in einem Rotationssystem in der Heimat oder in den Kolonien eingesetzt.,De brittschen Regimenter sünd üm un üm in de Heimat oder in de Kolonien insett wurrn.
38131,Ab 1857 wurde Arthur von der Second Brigade der New York State Militia als Anwalt beschäftigt.,Af 1857 wurr Arthur vun de Second Brigade vun de New York State Militia as Afkaat beschäftigt.
16870,Esperanto-Sprecher bilden sich auf ihre Sprache so einiges ein.,Esperanto-Snackers sünd düchtig vun jemehr Spraak innahmen.
11297,"Sie hat gesehen, dass die Kinder im Teich schwimmen.","Se hett sehn, dat de Kinner in ’n Diek swemmt."
333,Echte Freundschaft ist mehr wert als Geld.,Echte Fründschop is mehr weerd as Geld.
3104,Professor Jones geht nächstes Jahr in Rente.,Professer Jones geiht toern Jahr in Rent.
36255,Robert Falcon Scott war sein Trauzeuge.,Robert Falcon Scott weer sien Trootüüg.
9349,Heute werde ich keine Fragen mehr stellen.,Vondaag will ik keen Fragen mehr stellen.
28285,Der hinzugefügte Rote Stern stand als Symbol für die kommunistischen Werte und die klassenlose Gesellschaft.,De dortofüügt Root Steern stunn as Symbol för de kommunistischen Werte un de klassenloos Sellschop.
29570,"Als Birma 1948 die Unabhängigkeit von Großbritannien erlangte, wurde Rangun Hauptstadt des Landes.","As Birma 1948 vun Grootbritannien unafhangig worrn is, is Yangon Hööftstadt vun’t Land worrn."
23273,Auch seine Brüder George und Everts waren erfolgreiche Tennisspieler.,Ok sien Bröers George alldaags Everts weern spoodriek Tennisspeler.
13185,Gibt es das?,Gifft dat dat?
4241,Ich sah sie beim Fest.,Ik heff ehr bi ’t Fest sehn.
6143,Hast du für heute Abend schon etwas vor?,Hest du vonavend al wat vör?
21447,"Händels Werke gehören seit mehr als 250 Jahren ununterbrochen zum Aufführungsrepertoire, länger als die jedes anderen Komponisten.","Händels Warken hörrt siet mehr as 250 Johren unünnerbraken to dat Op, länger as de vun jeder anner Komponist."
5924,Der Minirock ist wieder in Mode.,De Minirock is wedder Mood.
4305,Er konnte nicht sehr schnell laufen.,He kunn nich besünners gau lopen.
12499,Goldene Zügel machen ein Pferd nicht besser.,Gollen Tögels maakt en Peerd nich beter.
29194,"Ebert schrieb, dass er überrascht sei, dass der Film ihm gefalle.","Ebert meen, he weer baff, dat em de Film gefallen harr."
18908,Von August 1974 bis Juli 1975 besuchte Onizuka die US Air Force Test Pilot School.,Van August 1974 bet Juli 1975 hett Onizuka de US Air Force Test Pilot School besöcht.
45167,Sein Spiel hat den jungen Dizzy Gillespie hörbar und nachhaltig beeinflusst.,Sien Speel hett den jungen Dizzy Gillespie höörbor un nahhollig beinfloot.
38029,Am nächsten Morgen wird er tot auf den Klippen gefunden.,Den nächsten Morgen liggt he doot in de Wööst.
42482,Ab den 1970er Jahren spielte sie auch komplexe Frauenfiguren im deutschen Film.,Af de 1970er Johren speel se ok komplexe Fruenfiguren in' Düütschen Film.
3039,Bambus biegt sich im Wind.,Bambus böögt sik in ’n Wind.
10613,Ich bin in zehn Minuten zurück.,Ik bün in teihn Minuten trügg.
17384,"Weiß jemand, wo Tom und Maria sind?","Weet een, wo Tom un Ria sünd?"
33709,"Kinshasa, die Hauptstadt der Demokratischen Republik Kongo, liegt am gegenüberliegenden Ufer.","Kinshasa, wat de Hööftstadt vun den demokraatsche Republiek Kongo is, liggt an de anner Kant vun düsse Pool."
12546,Faule Schäfer haben gute Hunde.,Fule Schäpers hebbt gode Hunnen.
28267,Kiwanuka wurde 1969 von der Regierung unter Obote in Haft genommen.,Kiwanuka is 1969 vun de Regeren ünner Obote in Haft nahmen worrn.
3803,Der Teich ist zugefroren.,De Diek is dichtfroren.
13444,Macht nichts!,Maakt nix!
21575,Größere Bibliotheken in den USA sind nur noch die Library of Congress sowie die Bibliothekssysteme der Harvard University und der Yale University.,Gröttere Bibliotheken in den USA sünd bloot noch de Library of Congress as ok de Bibliothekssysteme vun de Harvard University un de Yale University.
